dt,Q
2012-01-06 00:00 CST,3.71
2012-01-06 00:15 CST,3.71
2012-01-06 00:30 CST,3.62
2012-01-06 00:45 CST,3.62
2012-01-06 01:00 CST,3.62
2012-01-06 01:15 CST,3.57
2012-01-06 01:30 CST,3.57
2012-01-06 01:45 CST,3.57
2012-01-06 02:00 CST,3.51
2012-01-06 02:15 CST,3.51
2012-01-06 02:30 CST,3.45
2012-01-06 02:45 CST,3.45
2012-01-06 03:00 CST,3.45
2012-01-06 03:15 CST,3.40
2012-01-06 03:30 CST,3.40
2012-01-06 03:45 CST,3.31
2012-01-06 04:00 CST,3.31
2012-01-06 04:15 CST,3.31
2012-01-06 04:30 CST,3.26
2012-01-06 04:45 CST,3.26
2012-01-06 05:00 CST,3.20
2012-01-06 05:15 CST,3.20
2012-01-06 05:30 CST,3.20
2012-01-06 05:45 CST,3.20
2012-01-06 06:00 CST,3.14
2012-01-06 06:15 CST,3.14
2012-01-06 06:30 CST,3.14
2012-01-06 06:45 CST,3.09
2012-01-06 07:00 CST,3.09
2012-01-06 07:15 CST,3.09
2012-01-06 07:30 CST,3.09
2012-01-06 07:45 CST,3.03
2012-01-06 08:00 CST,3.03
2012-01-06 08:15 CST,3.03
2012-01-06 08:30 CST,3.03
2012-01-06 08:45 CST,3.03
2012-01-06 09:00 CST,3.03
2012-01-06 09:15 CST,3.03
2012-01-06 09:30 CST,3.03
2012-01-06 09:45 CST,3.03
2012-01-06 10:00 CST,3.09
2012-01-06 10:15 CST,3.09
2012-01-06 10:30 CST,3.14
2012-01-06 10:45 CST,3.20
2012-01-06 11:00 CST,3.26
2012-01-06 11:15 CST,3.31
2012-01-06 11:30 CST,3.31
2012-01-06 11:45 CST,3.31
2012-01-06 12:00 CST,3.31
2012-01-06 12:15 CST,3.31
2012-01-06 12:30 CST,3.31
2012-01-06 12:45 CST,3.40
2012-01-06 13:00 CST,3.45
2012-01-06 13:15 CST,3.45
2012-01-06 13:30 CST,3.45
2012-01-06 13:45 CST,3.51
2012-01-06 14:00 CST,3.51
2012-01-06 14:15 CST,3.51
2012-01-06 14:30 CST,3.51
2012-01-06 14:45 CST,3.57
2012-01-06 15:00 CST,3.57
2012-01-06 15:15 CST,3.57
2012-01-06 15:30 CST,3.57
2012-01-06 15:45 CST,3.57
